PhraseId	SentenceId	Phrase	Sentiment
20789	927	dolphin-gasm	2
20790	928	Their contrast is neither dramatic nor comic -- it 's just a weird fizzle .	1
20791	928	Their contrast is neither dramatic nor comic -- it 's just a weird fizzle	1
20792	928	Their contrast is neither dramatic nor comic --	1
20793	928	Their contrast is neither dramatic nor comic	0
20794	928	Their contrast	3
20795	928	contrast	2
20796	928	is neither dramatic nor comic	1
20797	928	neither dramatic nor comic	1
20798	928	dramatic nor comic	1
20799	928	dramatic nor	1
20800	928	it 's just a weird fizzle	2
20801	928	's just a weird fizzle	2
20802	928	a weird fizzle	1
20803	928	weird fizzle	2
20804	929	Collateral Damage is trash , but it earns extra points by acting as if it were n't .	0
20805	929	Collateral Damage is trash , but it earns extra points by acting as if it were n't	2
20806	929	Collateral Damage is trash , but	1
20807	929	Collateral Damage is trash ,	0
20808	929	Collateral Damage is trash	0
20809	929	Collateral Damage	2
20810	929	Collateral	3
20811	929	Damage	2
20812	929	is trash	0
20813	929	it earns extra points by acting as if it were n't	3
20814	929	earns extra points by acting as if it were n't	3
20815	929	earns extra points	3
20816	929	earns	2
20817	929	extra points	3
20818	929	extra	2
20819	929	by acting as if it were n't	2
20820	929	acting as if it were n't	2
20821	929	as if it were n't	2
20822	929	if it were n't	2
20823	929	it were n't	2
20824	930	When you think you 've figured out Bielinsky 's great game , that 's when you 're in the most trouble : He 's the con , and you 're just the mark .	2
20825	930	When you think you 've figured out Bielinsky 's great game , that 's when you 're in the most trouble	2
20826	930	you think you 've figured out Bielinsky 's great game , that 's when you 're in the most trouble	2
20827	930	think you 've figured out Bielinsky 's great game , that 's when you 're in the most trouble	3
20828	930	you 've figured out Bielinsky 's great game , that 's when you 're in the most trouble	2
20829	930	've figured out Bielinsky 's great game , that 's when you 're in the most trouble	1
20830	930	figured out Bielinsky 's great game , that 's when you 're in the most trouble	2
20831	930	figured	2
20832	930	out Bielinsky 's great game , that 's when you 're in the most trouble	2
20833	930	Bielinsky 's great game , that 's when you 're in the most trouble	3
20834	930	Bielinsky 's great game ,	2
20835	930	Bielinsky 's great game	3
20836	930	Bielinsky 's	2
20837	930	Bielinsky	2
20838	930	great game	3
20839	930	that 's when you 're in the most trouble	1
20840	930	's when you 're in the most trouble	1
20841	930	when you 're in the most trouble	2
20842	930	you 're in the most trouble	2
20843	930	're in the most trouble	2
20844	930	in the most trouble	2
20845	930	the most trouble	2
20846	930	most trouble	1
20847	930	: He 's the con , and you 're just the mark .	1
20848	930	He 's the con , and you 're just the mark .	2
20849	930	He 's the con , and you 're just the mark	2
20850	930	He 's the con , and	2
20851	930	He 's the con ,	2
20852	930	He 's the con	1
20853	930	's the con	2
20854	930	the con	1
20855	930	you 're just the mark	2
20856	930	're just the mark	2
20857	930	're just	2
20858	930	the mark	3
20859	931	Swimming is above all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings , it succeeds .	4
20860	931	Swimming is above all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings	3
20861	931	is above all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings	3
20862	931	above all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings	3
20863	931	all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings	3
20864	931	about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings	3
20865	931	about a young woman 's face	2
20866	931	a young woman 's face	2
20867	931	a young woman 's	2
20868	931	young woman 's	2
20869	931	, and by casting an actress whose face projects that woman 's doubts and yearnings	3
20870	931	by casting an actress whose face projects that woman 's doubts and yearnings	3
20871	931	casting an actress whose face projects that woman 's doubts and yearnings	2
20872	931	an actress whose face projects that woman 's doubts and yearnings	3
20873	931	whose face projects that woman 's doubts and yearnings	2
20874	931	whose face	2
20875	931	projects that woman 's doubts and yearnings	2
20876	931	projects that woman 's doubts and	2
20877	931	projects that woman 's doubts	2
20878	931	projects	2
20879	931	that woman 's doubts	1
20880	931	that woman 's	2
20881	931	doubts	2
20882	931	yearnings	2
20883	931	, it succeeds .	4
20884	931	it succeeds .	3
20885	931	succeeds .	4
20886	931	succeeds	3
20887	932	It 's packed to bursting with incident , and with scores of characters , some fictional , some from history .	2
20888	932	's packed to bursting with incident , and with scores of characters , some fictional , some from history .	3
20889	932	's packed to bursting with incident , and with scores of characters , some fictional , some from history	3
20890	932	packed to bursting with incident , and with scores of characters , some fictional , some from history	4
20891	932	packed	2
20892	932	to bursting with incident , and with scores of characters , some fictional , some from history	3
20893	932	bursting with incident , and with scores of characters , some fictional , some from history	3
20894	932	bursting with incident , and	2
20895	932	bursting with incident ,	2
20896	932	bursting with incident	3
20897	932	bursting	3
20898	932	with incident	2
20899	932	incident	2
20900	932	with scores of characters , some fictional , some from history	2
20901	932	with scores of characters , some fictional , some	2
20902	932	scores of characters , some fictional , some	2
20903	932	of characters , some fictional , some	2
20904	932	characters , some fictional , some	2
20905	932	characters ,	2
20906	932	some fictional , some	2
20907	932	some fictional ,	2
20908	932	some fictional	2
20909	932	fictional	2
20910	932	from history	2
20911	933	You want to call Domino 's .	2
20912	933	want to call Domino 's .	2
20913	933	want to call Domino 's	2
20914	933	to call Domino 's	2
20915	933	call Domino 's	2
20916	933	Domino 's	2
20917	933	Domino	2
20918	934	The umpteenth summer skinny dip in Jerry Bruckheimer 's putrid pond of retread action twaddle .	2
20919	934	The umpteenth summer	3
20920	934	umpteenth summer	2
20921	934	umpteenth	3
20922	934	skinny dip in Jerry Bruckheimer 's putrid pond of retread action twaddle .	0
20923	934	skinny	2
20924	934	dip in Jerry Bruckheimer 's putrid pond of retread action twaddle .	1
20925	934	dip in Jerry Bruckheimer 's putrid pond of retread action twaddle	1
20926	934	dip	2
20927	934	in Jerry Bruckheimer 's putrid pond of retread action twaddle	0
20928	934	Jerry Bruckheimer 's putrid pond of retread action twaddle	1
20929	934	Jerry Bruckheimer 's putrid pond	1
20930	934	Jerry Bruckheimer 's	2
20931	934	Bruckheimer 's	2
20932	934	putrid pond	1
20933	934	putrid	1
20934	934	pond	2
20935	934	of retread action twaddle	1
20936	934	retread action twaddle	1
20937	934	action twaddle	1
20938	934	twaddle	2
20939	935	`` the road paved with good intentions leads to the video store ''	3
20940	935	the road paved with good intentions leads to the video store ''	1
20941	935	paved with good intentions leads to the video store ''	1
20942	935	paved with good intentions leads to the video store	1
20943	935	paved	2
20944	935	with good intentions leads to the video store	2
20945	935	good intentions leads to the video store	0
20946	935	leads to the video store	2
20947	935	leads	2
20948	935	to the video store	2
20949	935	the video store	2
20950	935	video store	2
20951	935	video	2
20952	935	store	2
20953	936	Chris Columbus ' sequel is faster , livelier and a good deal funnier than his original .	3
20954	936	Chris Columbus ' sequel	2
20955	936	Chris Columbus '	2
20956	936	Columbus '	2
20957	936	Columbus	2
20958	936	is faster , livelier and a good deal funnier than his original .	4
20959	936	is faster , livelier and a good deal funnier than his original	3
20960	936	faster , livelier and a good deal funnier than his original	4
20961	936	faster , livelier and	3
20962	936	faster , livelier	3
20963	936	faster ,	2
20964	936	faster	2
20965	936	livelier	2
20966	936	a good deal funnier than his original	4
20967	936	a good deal funnier	3
20968	936	good deal funnier	3
20969	936	deal funnier	3
20970	936	than his original	2
20971	936	his original	2
20972	937	Full of flatulence jokes and mild sexual references , Kung Pow !	1
20973	937	Full of flatulence jokes and mild sexual references , Kung Pow	1
20974	937	of flatulence jokes and mild sexual references , Kung Pow	2
20975	937	flatulence jokes and mild sexual references , Kung Pow	2
20976	937	flatulence jokes and	2
20977	937	flatulence jokes	2
20978	937	flatulence	1
20979	937	mild sexual references , Kung Pow	2
20980	937	mild sexual references ,	2
20981	937	mild sexual references	2
20982	937	mild	2
20983	937	sexual references	2
20984	937	references	2
20985	938	The whole affair is as predictable as can be .	2
20986	938	The whole affair	2
20987	938	whole affair	2
20988	938	is as predictable as can be .	2
20989	938	is as predictable as can be	1
20990	938	is as predictable	1
20991	938	as predictable	2
20992	938	as can be	2
20993	938	can be	2
20994	939	The film is a very good viewing alternative for young women .	3
20995	939	is a very good viewing alternative for young women .	3
20996	939	is a very good viewing alternative for young women	4
20997	939	a very good viewing alternative for young women	3
20998	939	a very good viewing alternative	3
20999	939	very good viewing alternative	3
21000	939	viewing alternative	2
21001	939	for young women	2
21002	939	young women	2
21003	940	To those who have not read the book , the film is a much better mother-daughter tale than last summer 's ` Divine Secrets of the Ya-Ya Sisterhood , ' but that 's not saying much .	3
21004	940	To those who have not read the book	2
21005	940	those who have not read the book	2
21006	940	who have not read the book	2
21007	940	have not read the book	2
21008	940	have not	2
21009	940	read the book	2
21010	940	, the film is a much better mother-daughter tale than last summer 's ` Divine Secrets of the Ya-Ya Sisterhood , ' but that 's not saying much .	2
21011	940	the film is a much better mother-daughter tale than last summer 's ` Divine Secrets of the Ya-Ya Sisterhood , ' but that 's not saying much .	2
21012	940	is a much better mother-daughter tale than last summer 's ` Divine Secrets of the Ya-Ya Sisterhood , ' but that 's not saying much .	2
21013	940	is a much better mother-daughter tale than last summer 's ` Divine Secrets of the Ya-Ya Sisterhood , ' but that 's not saying much	1
21014	940	is a much better mother-daughter tale	3
21015	940	a much better mother-daughter tale	3
21016	940	much better mother-daughter tale	3
21017	940	mother-daughter tale	2
21018	940	mother-daughter	2
21019	940	than last summer 's ` Divine Secrets of the Ya-Ya Sisterhood , ' but that 's not saying much	2
21020	940	than last summer 's ` Divine Secrets of the Ya-Ya Sisterhood , ' but	2
21021	940	than last summer 's ` Divine Secrets of the Ya-Ya Sisterhood , '	2
21022	940	than last summer 's ` Divine Secrets of the Ya-Ya Sisterhood ,	2
21023	940	than last summer 's ` Divine Secrets of the Ya-Ya Sisterhood	2
21024	940	last summer 's ` Divine Secrets of the Ya-Ya Sisterhood	2
21025	940	's ` Divine Secrets of the Ya-Ya Sisterhood	3
21026	940	's `	3
21027	940	Divine Secrets of the Ya-Ya Sisterhood	2
21028	940	Divine Secrets	2
21029	940	Divine	3
21030	940	Secrets	2
21031	940	of the Ya-Ya Sisterhood	3
21032	940	the Ya-Ya Sisterhood	3
21033	940	Ya-Ya Sisterhood	2
21034	940	Ya-Ya	2
21035	940	Sisterhood	2
21036	940	that 's not saying much	1
21037	940	's not saying much	2
21038	940	saying much	2
21039	941	But it also has many of the things that made the first one charming .	3
21040	941	it also has many of the things that made the first one charming .	3
21041	941	also has many of the things that made the first one charming .	3
21042	941	has many of the things that made the first one charming .	3
21043	941	has many of the things that made the first one charming	3
21044	941	many of the things that made the first one charming	3
21045	941	of the things that made the first one charming	2
21046	941	the things that made the first one charming	3
21047	941	that made the first one charming	2
21048	941	made the first one charming	3
21049	941	the first one charming	3
21050	941	the first one	2
21051	941	first one	2
21052	942	Sheridan	2
21053	942	terrified of the book 's irreverent energy , and scotches most	1
21054	942	terrified	2
21055	942	of the book 's irreverent energy , and scotches most	2
21056	942	the book 's irreverent energy , and scotches most	1
21057	942	the book 's irreverent energy , and	2
21058	942	the book 's irreverent energy ,	3
21059	942	the book 's irreverent energy	3
21060	942	the book 's	2
21061	942	book 's	2
21062	942	irreverent energy	3
21063	942	irreverent	2
21064	942	scotches most	2
21065	942	scotches	2
21066	942	humor , bile , and irony	2
21067	942	, bile , and irony	1
21068	942	bile , and irony	1
21069	942	bile	0
21070	942	, and irony	2
21071	942	irony	1
21072	943	This slight premise ... works because of the ideal casting of the masterful British actor Ian Holm as the aged Napoleon .	3
21073	943	This slight premise ... works because of the ideal casting of the masterful British actor Ian Holm as the aged Napoleon	3
21074	943	This slight premise ...	2
21075	943	This slight premise	1
21076	943	slight premise	2
21077	943	works because of the ideal casting of the masterful British actor Ian Holm as the aged Napoleon	3
21078	943	works because of the ideal casting of the masterful British actor Ian Holm	3
21079	943	because of the ideal casting of the masterful British actor Ian Holm	3
21080	943	of the ideal casting of the masterful British actor Ian Holm	4
21081	943	the ideal casting of the masterful British actor Ian Holm	3
21082	943	the ideal casting	3
21083	943	ideal casting	3
21084	943	ideal	3
21085	943	of the masterful British actor Ian Holm	3
21086	943	the masterful British actor Ian Holm	4
21087	943	masterful British actor Ian Holm	4
21088	943	British actor Ian Holm	2
21089	943	actor Ian Holm	2
21090	943	Ian Holm	2
21091	943	Ian	2
21092	943	Holm	2
21093	943	as the aged Napoleon	2
21094	943	the aged Napoleon	2
21095	943	aged Napoleon	2
21096	943	aged	1
21097	943	Napoleon	2
21098	944	But never mind all that ; the boobs are fantasti	3
21099	944	never mind all that ; the boobs are fantasti	3
21100	944	mind all that ; the boobs are fantasti	2
21101	944	all that ; the boobs are fantasti	2
21102	944	all that ;	2
21103	944	the boobs are fantasti	3
21104	944	the boobs	2
21105	944	boobs	3
21106	944	are fantasti	3
21107	944	fantasti	3
21108	945	About Schmidt is Nicholson 's goofy , heartfelt , mesmerizing King Lear .	3
21109	945	is Nicholson 's goofy , heartfelt , mesmerizing King Lear .	3
21110	945	is Nicholson 's goofy , heartfelt , mesmerizing King Lear	3
21111	945	Nicholson 's goofy , heartfelt , mesmerizing King Lear	3
21112	945	Nicholson 's	2
21113	945	Nicholson	2
21114	945	goofy , heartfelt , mesmerizing King Lear	4
21115	945	, heartfelt , mesmerizing King Lear	3
21116	945	heartfelt , mesmerizing King Lear	4
21117	945	, mesmerizing King Lear	2
21118	945	mesmerizing King Lear	2
21119	945	King Lear	3
21120	945	Lear	2
21121	946	It is most of the things Costner movies are known for ; it 's sanctimonious , self-righteous and so eager to earn our love that you want to slap it .	1
21122	946	It is most of the things Costner movies are known for ; it 's sanctimonious , self-righteous and so eager to earn our love that you want to slap it	1
21123	946	It is most of the things Costner movies are known for ;	2
21124	946	It is most of the things Costner movies are known for	2
21125	946	is most of the things Costner movies are known for	2
21126	946	most of the things Costner movies are known for	2
21127	946	of the things Costner movies are known for	3
21128	946	the things Costner movies are known for	2
21129	946	Costner movies are known for	2
21130	946	Costner movies	2
21131	946	Costner	2
21132	946	are known for	2
21133	946	known for	2
21134	946	known	2
21135	946	it 's sanctimonious , self-righteous and so eager to earn our love that you want to slap it	0
21136	946	's sanctimonious , self-righteous and so eager to earn our love that you want to slap it	1
21137	946	's sanctimonious , self-righteous and so eager to earn our love	2
21138	946	's sanctimonious , self-righteous and so eager	1
21139	946	sanctimonious , self-righteous and so eager	2
21140	946	sanctimonious , self-righteous and	1
21141	946	sanctimonious , self-righteous	1
21142	946	sanctimonious ,	2
21143	946	sanctimonious	1
21144	946	self-righteous	2
21145	946	so eager	2
21146	946	eager	2
21147	946	to earn our love	2
21148	946	earn our love	3
21149	946	our love	2
21150	946	that you want to slap it	1
21151	946	you want to slap it	1
21152	946	want to slap it	1
21153	946	to slap it	2
21154	946	slap it	2
21155	946	slap	1
21156	947	This is a very funny , heartwarming film .	4
21157	947	is a very funny , heartwarming film .	4
21158	947	is a very funny , heartwarming film	4
21159	947	a very funny , heartwarming film	4
21160	947	very funny , heartwarming film	4
21161	947	, heartwarming film	4
21162	947	heartwarming film	3
21163	947	heartwarming	3
21164	948	It 's a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety .	3
21165	948	's a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety .	3
21166	948	's a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety	3
21167	948	a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety	3
21168	948	a piece of handiwork	2
21169	948	a piece	2
21170	948	of handiwork	2
21171	948	handiwork	2
21172	948	that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety	3
21173	948	shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety	2
21174	948	shows its indie tatters and self-conscious seams in places , but	2
21175	948	shows its indie tatters and self-conscious seams in places ,	1
21176	948	shows its indie tatters and self-conscious seams in places	1
21177	948	shows its indie tatters and self-conscious seams	1
21178	948	its indie tatters and self-conscious seams	2
21179	948	indie tatters and self-conscious seams	1
21180	948	tatters and self-conscious seams	2
21181	948	and self-conscious seams	1
21182	948	self-conscious seams	2
21183	948	seams	2
21184	948	in places	2
21185	948	has some quietly moving moments and an intelligent subtlety	3
21186	948	some quietly moving moments and an intelligent subtlety	3
21187	948	quietly moving moments and an intelligent subtlety	3
21188	948	moving moments and an intelligent subtlety	3
21189	948	moments and an intelligent subtlety	3
21190	948	moments and	2
21191	948	an intelligent subtlety	2
21192	948	intelligent subtlety	3
21193	949	I was amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise .	4
21194	949	was amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise .	4
21195	949	was amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise	4
21196	949	amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise	4
21197	949	amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario , and	3
21198	949	amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario ,	4
21199	949	amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario	4
21200	949	amused and entertained by the unfolding of Bielinsky 's	3
21201	949	amused and	2
21202	949	amused	3
21203	949	entertained by the unfolding of Bielinsky 's	3
21204	949	by the unfolding of Bielinsky 's	2
21205	949	the unfolding of Bielinsky 's	2
21206	949	the unfolding	2
21207	949	of Bielinsky 's	2
21208	949	cleverly constructed scenario	3
21209	949	cleverly constructed	3
21210	949	constructed	2
21211	949	scenario	2
21212	949	greatly impressed by the skill of the actors involved in the enterprise	4
21213	949	greatly	3
21214	949	impressed by the skill of the actors involved in the enterprise	4
21215	949	by the skill of the actors involved in the enterprise	2
21216	949	the skill of the actors involved in the enterprise	2
21217	949	the skill	2
21218	949	skill	2
21219	949	of the actors involved in the enterprise	2
21220	949	the actors involved in the enterprise	3
21221	949	involved in the enterprise	2
21222	949	in the enterprise	2
21223	949	the enterprise	3
21224	949	enterprise	2
21225	950	For most of the distance the picture provides a satisfyingly unsettling ride into the dark places of our national psyche .	3
21226	950	For most of the distance	2
21227	950	most of the distance	1
21228	950	of the distance	2
21229	950	the distance	3
21230	950	the picture provides a satisfyingly unsettling ride into the dark places of our national psyche .	3
21231	950	the picture	2
21232	950	provides a satisfyingly unsettling ride into the dark places of our national psyche .	4
21233	950	provides a satisfyingly unsettling ride into the dark places of our national psyche	3
21234	950	provides a satisfyingly unsettling ride	3
21235	950	a satisfyingly unsettling ride	3
21236	950	satisfyingly unsettling ride	3
21237	950	satisfyingly unsettling	3
21238	950	satisfyingly	3
21239	950	into the dark places of our national psyche	2
21240	950	the dark places of our national psyche	1
21241	950	the dark places	2
21242	950	dark places	1
21243	950	of our national psyche	2
21244	950	our national psyche	2
21245	950	national psyche	2
21246	950	psyche	2
21247	951	With very little to add beyond the dark visions already relayed by superb recent predecessors like Swimming With Sharks and The Player , this latest skewering ... may put off insiders and outsiders alike .	1
21248	951	With very little to add beyond the dark visions already relayed by superb recent predecessors like Swimming With Sharks and The Player , this latest skewering	1
21249	951	very little to add beyond the dark visions already relayed by superb recent predecessors like Swimming With Sharks and The Player , this latest skewering	2
21250	951	very little to add beyond the dark visions already relayed by superb recent predecessors	1
21251	951	very little to add beyond the dark visions already relayed by superb	1
21252	951	little to add beyond the dark visions already relayed by superb	2
21253	951	to add beyond the dark visions already relayed by superb	3
21254	951	add beyond the dark visions already relayed by superb	3
21255	951	beyond the dark visions already relayed by superb	2
21256	951	the dark visions already relayed by superb	3
21257	951	the dark visions	2
21258	951	dark visions	2
21259	951	visions	2
21260	951	already relayed by superb	3
21261	951	relayed by superb	3
21262	951	relayed	2
21263	951	by superb	3
21264	951	recent predecessors	2
21265	951	like Swimming With Sharks and The Player , this latest skewering	2
21266	951	Swimming With Sharks and The Player , this latest skewering	2
21267	951	Swimming With Sharks and	2
21268	951	Swimming With Sharks	2
21269	951	With Sharks	2
21270	951	Sharks	2
21271	951	The Player , this latest skewering	2
21272	951	The Player ,	2
21273	951	The Player	2
21274	951	Player	2
21275	951	this latest skewering	2
21276	951	latest skewering	2
21277	951	skewering	2
21278	951	... may put off insiders and outsiders alike .	1
21279	951	may put off insiders and outsiders alike .	1
21280	951	may put off insiders and outsiders alike	2
21281	951	put off insiders and outsiders alike	2
21282	951	put off insiders and outsiders	2
21283	951	put off	2
21284	951	insiders and outsiders	2
21285	951	insiders and	2
21286	951	insiders	2
21287	951	outsiders	2
21288	951	alike	2
21289	952	Being unique does n't necessarily equate to being good , no matter how admirably the filmmakers have gone for broke .	1
21290	952	Being unique	3
21291	952	does n't necessarily equate to being good , no matter how admirably the filmmakers have gone for broke .	2
21292	952	does n't necessarily equate to being good , no matter how admirably the filmmakers have gone for broke	1
21293	952	does n't necessarily	1
21294	952	equate to being good , no matter how admirably the filmmakers have gone for broke	2
21295	952	equate to being good ,	3
21296	952	equate to being good	2
21297	952	equate	2
21298	952	to being good	2
21299	952	being good	3
21300	952	no matter how admirably the filmmakers have gone for broke	2
21301	952	no matter	2
21302	952	how admirably the filmmakers have gone for broke	2
21303	952	how admirably	3
21304	952	admirably	3
21305	952	the filmmakers have gone for broke	2
21306	952	have gone for broke	2
21307	952	gone for broke	2
21308	952	for broke	2
21309	952	broke	2
21310	953	The respective charms of Sandra Bullock and Hugh Grant have worn threadbare .	2
21311	953	The respective charms of Sandra Bullock and Hugh Grant	3
21312	953	The respective charms	2
21313	953	respective charms	3
21314	953	respective	2
21315	953	of Sandra Bullock and Hugh Grant	2
21316	953	Sandra Bullock and Hugh Grant	2
21317	953	Sandra Bullock and	1
21318	953	Sandra Bullock	2
21319	953	Sandra	2
21320	953	Bullock	2
21321	953	Hugh Grant	2
21322	953	Hugh	2
21323	953	Grant	2
21324	953	have worn threadbare .	0
21325	953	have worn threadbare	2
21326	953	worn threadbare	1
21327	953	worn	1
21328	953	threadbare	2
21329	954	Like the Hanks character , he 's a slow study : The action is stilted and the tabloid energy embalmed .	1
21330	954	Like the Hanks character	2
21331	954	the Hanks character	2
21332	954	Hanks character	2
21333	954	, he 's a slow study : The action is stilted and the tabloid energy embalmed .	2
21334	954	he 's a slow study : The action is stilted and the tabloid energy embalmed .	1
21335	954	's a slow study : The action is stilted and the tabloid energy embalmed .	1
21336	954	's a slow study : The action is stilted and the tabloid energy embalmed	2
21337	954	a slow study : The action is stilted and the tabloid energy embalmed	1
21338	954	a slow study :	2
21339	954	a slow study	2
21340	954	slow study	2
21341	954	slow	1
21342	954	The action is stilted and the tabloid energy embalmed	1
21343	954	The action is stilted and	1
21344	954	The action is stilted	1
21345	954	is stilted	2
21346	954	stilted	1
21347	954	the tabloid energy embalmed	2
21348	954	the tabloid energy	2
21349	954	tabloid energy	2
21350	954	tabloid	1
21351	954	embalmed	2
21352	955	... enthusiastically invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games .	3
21353	955	enthusiastically invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games .	3
21354	955	enthusiastically invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games	4
21355	955	enthusiastically	3
21356	955	invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games	4
21357	955	invokes	2
21358	955	the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games	3
21359	955	the percussion rhythm , the brass soul and	3
21360	955	the percussion rhythm , the brass soul	2
21361	955	the percussion rhythm ,	2
21362	955	the percussion rhythm	2
21363	955	percussion rhythm	2
21364	955	percussion	2
21365	955	rhythm	2
21366	955	the brass soul	2
21367	955	brass soul	2
21368	955	brass	2
21369	955	the sense of fierce competition that helps make great marching bands half the fun of college football games	3
21370	955	the sense of fierce competition	3
21371	955	of fierce competition	2
21372	955	fierce competition	3
21373	955	fierce	3
21374	955	competition	2
21375	955	that helps make great marching bands half the fun of college football games	3
21376	955	helps make great marching bands half the fun of college football games	3
21377	955	helps	2
21378	955	make great marching bands half the fun of college football games	2
21379	955	make great marching bands	3
21380	955	great marching bands	3
21381	955	marching bands	2
21382	955	marching	2
21383	955	bands	2
21384	955	half the fun of college football games	3
21385	955	half the fun	2
21386	955	the fun	3
21387	955	of college football games	2
21388	955	college football games	2
21389	955	football games	2
21390	955	football	2
21391	956	What 's invigorating about it is that it does n't give a damn .	3
21392	956	What 's invigorating about	3
21393	956	's invigorating about	3
21394	956	invigorating about	3
21395	956	it is that it does n't give a damn .	1
21396	956	is that it does n't give a damn .	2
21397	956	is that it does n't give a damn	1
21398	956	that it does n't give a damn	1
21399	956	it does n't give a damn	1
21400	956	does n't give a damn	2
21401	956	give a damn	2
21402	956	a damn	2
21403	956	damn	1
21404	957	Cacoyannis is perhaps too effective in creating an atmosphere of dust-caked stagnation and labored gentility .	2
21405	957	is perhaps too effective in creating an atmosphere of dust-caked stagnation and labored gentility .	1
21406	957	is perhaps too effective in creating an atmosphere of dust-caked stagnation and labored gentility	0
21407	957	is perhaps too effective in creating an atmosphere of dust-caked stagnation and	1
21408	957	is perhaps too effective in creating an atmosphere of dust-caked stagnation	1
21409	957	is perhaps	2
21410	957	too effective in creating an atmosphere of dust-caked stagnation	1
21411	957	effective in creating an atmosphere of dust-caked stagnation	1
21412	957	in creating an atmosphere of dust-caked stagnation	2
21413	957	creating an atmosphere of dust-caked stagnation	1
21414	957	an atmosphere of dust-caked stagnation	1
21415	957	an atmosphere	2
21416	957	of dust-caked stagnation	2
21417	957	dust-caked stagnation	1
21418	957	dust-caked	1
21419	957	stagnation	1
21420	957	labored gentility	1
21421	957	labored	1
21422	957	gentility	2
21423	958	An entertaining , if ultimately minor , thriller .	3
21424	958	An entertaining , if ultimately minor , thriller	2
21425	958	entertaining , if ultimately minor , thriller	3
21426	958	entertaining , if ultimately minor ,	3
21427	958	, if ultimately minor ,	2
21428	958	if ultimately minor ,	2
21429	958	ultimately minor ,	2
21430	958	minor ,	2
21431	959	The real star of this movie is the score , as in the songs translate well to film , and it 's really well directed .	3
21432	959	The real star of this movie is the score , as in the songs translate well to film , and it 's really well directed	3
21433	959	The real star of this movie is the score , as in the songs translate well to film , and	3
21434	959	The real star of this movie is the score , as in the songs translate well to film ,	3
21435	959	The real star of this movie is the score , as in the songs translate well to film	3
21436	959	The real star of this movie	2
21437	959	The real star	2
21438	959	real star	3
21439	959	of this movie	2
21440	959	is the score , as in the songs translate well to film	4
21441	959	is the score ,	2
21442	959	is the score	2
21443	959	the score	2
21444	959	score	3
21445	959	as in the songs translate well to film	3
21446	959	in the songs translate well to film	3
21447	959	the songs translate well to film	3
21448	959	the songs	2
21449	959	songs	2
21450	959	translate well to film	3
21451	959	translate well	3
21452	959	translate	2
21453	959	to film	2
21454	959	it 's really well directed	4
21455	959	's really well directed	4
21456	959	's really	2
21457	959	well directed	4
21458	960	Punitively affirmational parable .	2
21459	960	Punitively affirmational	3
21460	960	Punitively	2
21461	960	affirmational	2
21462	960	parable .	2
21463	961	Demme finally succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .	1
21464	961	finally succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .	0
21465	961	succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .	0
21466	961	succeeds in diminishing his stature from Oscar-winning master to lowly studio hack	0
21467	961	in diminishing his stature from Oscar-winning master to lowly studio hack	1
21468	961	diminishing his stature from Oscar-winning master to lowly studio hack	0
21469	961	diminishing his stature from Oscar-winning master	1
21470	961	diminishing his stature	1
21471	961	diminishing	2
21472	961	his stature	2
21473	961	stature	2
21474	961	from Oscar-winning master	3
21475	961	Oscar-winning master	3
21476	961	Oscar-winning	4
